ISIN,SEDOL,Share Class,Currency,Date,Price,Price Change,Price Change(%),OCF,Domicile
IE00B03HD209,B03HD20,Global Stock Index Fund USD Acc,USD,2023-05-05,40.1747,0.6148000000000025,1.55,0.179999999999999993338661852249060757458209991455078125,Ireland
IE00BF6T7P95,BF6T7P9,Global Stock Index Fund USD Dist,USD,2023-05-05,132.5585,2.0283000000000015,1.55,0.179999999999999993338661852249060757458209991455078125,Ireland
IE00B03HD084,B03HD08,Global Stock Index Fund USD Investor Shares,USD,2023-05-05,39.4459,0.6036000000000001,1.55,0.179999999999999993338661852249060757458209991455078125,Ireland
IE00BLPJRH48,BLPJRH4,Japan Government Bond Index Fund EUR Hedged Acc,EUR,2023-05-05,96.3244,0.01659999999999684,0.02,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00BFRTD946,BFRTD94,Japan Government Bond Index Fund GBP Hedged Acc,GBP,2023-05-05,113.9611,0.02020000000000266,0.02,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00BJDQNK87,BJDQNK8,Japan Government Bond Index Fund Institutional Plus EUR Hedged Acc,EUR,2023-05-05,95.2854,0.01659999999999684,0.02,0.059999999999999997779553950749686919152736663818359375,Ireland
IE00BJ06F500,BJ06F50,Japan Government Bond Index Fund Institutional Plus GBP Hedged Dist,GBP,2023-05-05,97.8163,0.017600000000001614,0.02,0.059999999999999997779553950749686919152736663818359375,Ireland
IE00BGCZ0H16,BGCZ0H1,Japan Government Bond Index Fund Institutional Plus JPY Acc,JPY,2023-05-05,10425.3075,0.18879999999990105,0.00,0.059999999999999997779553950749686919152736663818359375,Ireland
IE00BZ04LN61,BZ04LN6,Japan Government Bond Index Fund Institutional Plus JPY Income Shares,JPY,2018-01-29,10336.8081,-13.333792000001267,-0.13,0.1000000000000000055511151231257827021181583404541015625,Ireland
IE00BJ06F617,BJ06F61,Japan Government Bond Index Fund Institutional Plus USD Hedged Acc,USD,2023-05-05,99.9945,0.02360000000000184,0.02,0.059999999999999997779553950749686919152736663818359375,Ireland
IE0033005699,3300569,Japan Government Bond Index Fund JPY Acc,JPY,2023-05-05,15798.5064,0.26009999999951106,0.00,0.11999999999999999555910790149937383830547332763671875,Ireland
IE0032915583,3300558,Japan Government Bond Index Fund JPY Investor Shares,JPY,2020-06-19,16397.6114,-4.870599999998376,-0.03,0.11999999999999999555910790149937383830547332763671875,Ireland
IE0032915443,3291544,Japan Government Bond Index Fund USD Acc,USD,2023-05-05,92.2050,-0.6871000000000009,-0.74,0.11999999999999999555910790149937383830547332763671875,Ireland
IE0032915336,3291533,Japan Government Bond Index USD Investor,USD,2020-06-19,153.1399,-0.33959999999999013,-0.22,0.11999999999999999555910790149937383830547332763671875,Ireland
IE0007286036,0728603,Japan Stock Index Fund EUR Acc,EUR,2023-05-05,229.0005,-1.8367000000000075,-0.80,0.1600000000000000033306690738754696212708950042724609375,Ireland
IE00B50MZ948,B50MZ94,Japan Stock Index Fund GBP Acc,GBP,2023-05-05,265.0795,-2.936300000000017,-1.10,0.1600000000000000033306690738754696212708950042724609375,Ireland
IE00B51KW525,B51KW52,Japan Stock Index Fund GBP Dist,GBP,2023-05-05,211.9885,-2.348300000000023,-1.10,0.1600000000000000033306690738754696212708950042724609375,Ireland
IE00BFPM9P35,BFPM9P3,Japan Stock Index Fund Institutional Plus EUR Acc,EUR,2023-05-05,185.5749,-1.4881999999999778,-0.80,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00BPT2BG45,BPT2BG4,Japan Stock Index Fund Institutional Plus GBP Acc,GBP,2023-05-05,190.8102,-2.1133999999999844,-1.10,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00BPT2BF38,BPT2BF3,Japan Stock Index Fund Institutional Plus GBP Dist,GBP,2023-05-05,164.6226,-1.8233999999999924,-1.10,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00BGCC5F53,BGCC5F5,Japan Stock Index Fund Institutional Plus JPY Acc,JPY,2023-05-05,19918.3234,-0.025200000000040745,0.00,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00BGCC5335,BGCC533,Japan Stock Index Fund Institutional Plus USD Acc,USD,2023-05-05,133.2990,-0.9956999999999994,-0.74,0.11999999999999999555910790149937383830547332763671875,Ireland
IE0007281425,0728142,Japan Stock Index Fund Investor Euro Shares,EUR,2023-05-05,228.0700,-1.8292000000000144,-0.80,0.1600000000000000033306690738754696212708950042724609375,Ireland
IE0033862800,3386280,Japan Stock Index Fund Investor JPY Shares,JPY,2023-05-05,33654.5569,-0.0797999999995227,0.00,0.1600000000000000033306690738754696212708950042724609375,Ireland
IE0033862917,3386291,Japan Stock Index Fund JPY Acc,JPY,2023-05-05,15672.7464,-0.03720000000066648,0.00,0.1600000000000000033306690738754696212708950042724609375,Ireland
IE0007292422,0729242,Japan Stock Index Fund USD Acc,USD,2023-05-05,252.1052,-1.8833999999999946,-0.74,0.1600000000000000033306690738754696212708950042724609375,Ireland
IE0007292083,0729208,Japan Stock Index Fund USD Investor Shares,USD,2023-05-05,248.6310,-1.8574999999999875,-0.74,0.1600000000000000033306690738754696212708950042724609375,Ireland
IE0007201043,0720104,Pacific ex-Japan Stock Index EUR Investor Shares,EUR,2020-06-19,209.8987,0.7784999999999798,0.37,0.1600000000000000033306690738754696212708950042724609375,Ireland
IE00B0FP7Q41,B0FP7Q4,Pacific ex-Japan Stock Index Fund AUD Acc,AUD,2023-05-05,141.4618,-0.40169999999997685,-0.28,0.1600000000000000033306690738754696212708950042724609375,Ireland
IE0007201266,0720126,Pacific ex-Japan Stock Index Fund EUR Acc,EUR,2023-05-05,262.9747,1.9271999999999707,0.74,0.1600000000000000033306690738754696212708950042724609375,Ireland
IE00B523L313,B523L31,Pacific ex-Japan Stock Index Fund GBP Acc,GBP,2023-05-05,340.0448,1.468400000000031,0.43,0.1600000000000000033306690738754696212708950042724609375,Ireland
IE00B523L081,B523L08,Pacific ex-Japan Stock Index Fund GBP Dist,GBP,2023-05-05,199.4422,0.8613,0.43,0.1600000000000000033306690738754696212708950042724609375,Ireland
IE00BGCC5G60,BGCC5G6,Pacific ex-Japan Stock Index Fund Institutional Plus EUR Acc,EUR,2023-05-05,172.2636,1.262599999999992,0.74,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00BPT2BJ75,BPT2BJ7,Pacific ex-Japan Stock Index Fund Institutional Plus GBP Acc,GBP,2023-05-05,163.5392,0.7064000000000021,0.43,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00BPT2BH51,BPT2BH5,Pacific ex-Japan Stock Index Fund Institutional Plus GBP Dist,GBP,2023-05-05,117.4013,0.5071000000000083,0.43,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00BFPM9Q42,BFPM9Q4,Pacific ex-Japan Stock Index Fund Institutional Plus USD Acc,USD,2023-05-05,140.9320,1.109199999999987,0.79,0.11999999999999999555910790149937383830547332763671875,Ireland
IE0007193067,0719306,Pacific ex-Japan Stock Index Fund Investor USD Shares,USD,2020-06-19,112.5311,0.05649999999999977,0.05,0.1600000000000000033306690738754696212708950042724609375,Ireland
IE0007218849,0721884,Pacific ex-Japan Stock Index Fund USD Acc,USD,2023-05-05,289.4096,2.277500000000032,0.79,0.1600000000000000033306690738754696212708950042724609375,Ireland
IE00BYSX5D68,BYSX5D6,SRI Euro Investment Grade Bond Index Fund EUR Acc,EUR,2023-05-05,92.2305,-0.3200999999999965,-0.35,0.1600000000000000033306690738754696212708950042724609375,Ireland
IE00BYSX5L43,BYSX5L4,SRI Euro Investment Grade Bond Index Fund Institutional Plus EUR Acc,EUR,2023-05-05,91.0071,-0.3158000000000101,-0.35,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00B526YN16,B526YN1,SRI European Stock Fund EUR Acc,EUR,2023-05-05,263.3917,2.972000000000037,1.14,0.14000000000000001332267629550187848508358001708984375,Ireland
IE00B76VTL96,B76VTL9,SRI European Stock Fund GBP Acc,GBP,2023-05-05,259.7457,2.1521000000000186,0.84,0.14000000000000001332267629550187848508358001708984375,Ireland
IE00B76VTR58,B76VTR5,SRI European Stock Fund GBP Dist,GBP,2023-05-05,186.3920,1.5442999999999927,0.84,0.14000000000000001332267629550187848508358001708984375,Ireland
IE00BFPM9R58,BFPM9R5,SRI European Stock Fund Institutional Plus EUR Acc,EUR,2023-05-05,189.1660,2.1347000000000094,1.14,0.1000000000000000055511151231257827021181583404541015625,Ireland
IE00BPT2BK80,BPT2BK8,SRI European Stock Fund Institutional Plus GBP Income Shares,GBP,2018-09-13,121.0233,-0.5777009999999905,-0.48,0.200000000000000011102230246251565404236316680908203125,Ireland
IE00B54G0867,B54G086,SRI European Stock Fund Investor EUR Shares,EUR,2020-06-19,189.9338,1.148399999999981,0.61,0.14000000000000001332267629550187848508358001708984375,Ireland
IE00B4Z8LP80,B4Z8LP8,SRI European Stock Fund USD Acc,USD,2023-05-05,142.0372,1.6792000000000087,1.20,0.14000000000000001332267629550187848508358001708984375,Ireland
IE00BPT2BM05,BPT2BM0,SRI Global Stock Fund Institutional Plus GBP Income Shares,GBP,2018-09-13,154.5831,-0.1835219999999822,-0.12,0.25,Ireland
IE0007200417,0720041,Switzerland Stock Index Fund CHF Institutional Shares,CHF,2014-11-19,291.5946,0.3702000000000112,0.13,0.299999999999999988897769753748434595763683319091796875,Ireland
IE00BLPJRG31,BLPJRG3,U.K. Government Bond Index Fund EUR Hedged Acc,EUR,2023-05-05,68.6569,-0.5205000000000126,-0.75,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00B1S75374,B1S7537,U.K. Government Bond Index Fund GBP Acc,GBP,2023-05-05,132.0447,-0.9865000000000066,-0.74,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00B1S75820,B1S7582,U.K. Government Bond Index Fund GBP Dist,GBP,2023-05-05,101.1557,-0.7558000000000078,-0.74,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00BPT2BS66,BPT2BS6,U.K. Government Bond Index Fund Institutional Plus GBP Acc,GBP,2023-05-05,98.5470,-0.7361000000000075,-0.74,0.059999999999999997779553950749686919152736663818359375,Ireland
IE00BPT2BR59,BPT2BR5,U.K. Government Bond Index Fund Institutional Plus GBP Dist,GBP,2023-05-05,87.0499,-0.6502000000000123,-0.74,0.059999999999999997779553950749686919152736663818359375,Ireland
IE00B1S75150,B1S7515,U.K. Government Bond Index Fund Institutional USD Shares,USD,2018-09-13,94.3902,0.3179139999999876,0.34,0.1499999999999999944488848768742172978818416595458984375,Ireland
IE00B1S74Q32,B1S74Q3,U.K. Investment Grade Bond Index Fund GBP Acc,GBP,2023-05-05,89.5501,-0.42730000000000246,-0.47,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00B1S74W91,B1S74W9,U.K. Investment Grade Bond Index Fund GBP Dist,GBP,2023-05-05,49.0813,-0.2342000000000013,-0.47,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00BPT2BV95,BPT2BV9,U.K. Investment Grade Bond Index Fund Institutional Plus GBP Acc,GBP,2023-05-05,114.5817,-0.546599999999998,-0.47,0.059999999999999997779553950749686919152736663818359375,Ireland
IE00BPT2BT73,BPT2BT7,U.K. Investment Grade Bond Index Fund Institutional Plus GBP Dist,GBP,2023-05-05,91.1489,-0.43479999999999563,-0.47,0.059999999999999997779553950749686919152736663818359375,Ireland
IE00B9M1BB17,B9M1BB1,U.K. Short-Term Investment Grade Bond Index Fund GBP Acc,GBP,2023-05-05,109.7890,-0.2150000000000034,-0.20,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00B95W7137,B95W713,U.K. Short-Term Investment Grade Bond Index Fund GBP Dist,GBP,2023-05-05,94.1636,-0.18439999999999657,-0.20,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00BPT2BX10,BPT2BX1,U.K. Short-Term Investment Grade Bond Index Fund Institutional Plus GBP Acc,GBP,2023-05-05,108.0891,-0.2115000000000009,-0.20,0.05000000000000000277555756156289135105907917022705078125,Ireland
IE00BPT2BW03,BPT2BW0,U.K. Short-Term Investment Grade Bond Index Fund Institutional Plus GBP Dist,GBP,2023-05-05,94.2832,-0.1844999999999999,-0.20,0.05000000000000000277555756156289135105907917022705078125,Ireland
IE0032126645,3212664,U.S. 500 Stock Index Fund EUR Acc,EUR,2023-05-05,44.5892,0.7864000000000004,1.80,0.1000000000000000055511151231257827021181583404541015625,Ireland
IE00B1G3DH73,B1G3DH7,U.S. 500 Stock Index Fund EUR Hedged Acc,EUR,2023-05-05,29.4915,0.5357999999999983,1.85,0.1000000000000000055511151231257827021181583404541015625,Ireland
IE00BFPM9V94,BFPM9V9,U.S. 500 Stock Index Fund Institutional Plus EUR Acc,EUR,2023-05-05,321.7440,5.6749000000000365,1.80,0.059999999999999997779553950749686919152736663818359375,Ireland
IE00BFPM9T72,BFPM9T7,U.S. 500 Stock Index Fund Institutional Plus USD Acc,USD,2023-05-05,258.0292,4.689400000000006,1.85,0.059999999999999997779553950749686919152736663818359375,Ireland
IE0032620787,3262078,U.S. 500 Stock Index Fund Investor EUR Shares,EUR,2023-05-05,43.6888,0.7706000000000017,1.80,0.1000000000000000055511151231257827021181583404541015625,Ireland
IE0002639775,0263977,U.S. 500 Stock Index Fund USD Acc,USD,2023-05-05,49.0659,0.8917000000000002,1.85,0.1000000000000000055511151231257827021181583404541015625,Ireland
IE0002639668,0263966,U.S. 500 Stock Index Fund USD Investor Shares,USD,2023-05-05,48.0795,0.8738000000000028,1.85,0.1000000000000000055511151231257827021181583404541015625,Ireland
IE00B1L8DT90,B1L8DT9,U.S. Discoveries Fund GBP Investor Shares,GBP,2017-05-22,277.9980,2.438699999999983,0.89,0.84999999999999997779553950749686919152736663818359375,Ireland
IE0034156459,3415645,U.S. Discoveries Fund USD Investor Shares,USD,2017-05-22,363.3397,2.9382999999999697,0.82,0.84999999999999997779553950749686919152736663818359375,Ireland
IE00B4NDXJ38,B4NDXJ3,U.S. Equity Index Common Contractual Fund B GBP Accumulation Shares,GBP,2023-05-05,503.5219,0.4574000000000069,0.09,0.200000000000000011102230246251565404236316680908203125,Ireland
IE00B1L8DW20,B1L8DW2,U.S. Fundamental Value Fund GBP Investor Dist Shares,GBP,2020-10-08,116.7637,1.343999999999994,1.16,0.9499999999999999555910790149937383830547332763671875,Ireland
IE0034156905,3415690,U.S. Fundamental Value Fund Investor Share,USD,2020-10-08,173.2155,2.3910999999999945,1.40,0.9499999999999999555910790149937383830547332763671875,Ireland
IE00B02YVC81,B02YVC8,U.S. Futures Fund USD Investor Shares,USD,2014-11-19,247.2409,-0.44369999999997844,-0.18,0.25,Ireland
IE00077YXI85,BPLGRY4,U.S. Government Bond Index Fund CHF Hedged Acc,CHF,2023-05-05,96.2642,-0.38989999999999725,-0.40,0.11999999999999999555910790149937383830547332763671875,Ireland
IE0007471471,0747147,U.S. Government Bond Index Fund EUR Hedged Acc,EUR,2023-05-05,88.7908,-0.3515000000000015,-0.39,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00BD6D4566,BD6D456,U.S. Government Bond Index Fund GBP Dist,GBP,2023-05-05,98.9229,-0.7394000000000034,-0.74,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00BFRTDB69,BFRTDB6,U.S. Government Bond Index Fund GBP Hedged Acc,GBP,2023-05-05,103.3219,-0.4000999999999948,-0.39,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00BDD0SS10,BDD0SS1,U.S. Government Bond Index Fund GBP Hedged Dist,GBP,2023-05-05,90.5954,-0.35089999999999577,-0.39,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00BF6T7R10,BF6T7R1,U.S. Government Bond Index Fund Institutional Plus EUR Hedged Acc,EUR,2023-05-05,91.6900,-0.36360000000000525,-0.39,0.059999999999999997779553950749686919152736663818359375,Ireland
IE00BFPM9Z33,BFPM9Z3,U.S. Government Bond Index Fund Institutional Plus USD Acc,USD,2023-05-05,111.5589,-0.4328000000000003,-0.39,0.059999999999999997779553950749686919152736663818359375,Ireland
IE0007471927,0747192,U.S. Government Bond Index Fund USD Acc,USD,2023-05-05,187.6855,-0.7284000000000219,-0.39,0.11999999999999999555910790149937383830547332763671875,Ireland
IE0007471695,0747169,U.S. Government Bond Index Fund USD Investor Shares,USD,2023-05-05,184.6795,-0.7168000000000063,-0.39,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00B04GQT48,B04GQT4,U.S. Investment Grade Credit Index Fund EUR Acc,EUR,2023-05-05,244.4870,-0.7497999999999934,-0.31,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00BFRTDC76,BFRTDC7,U.S. Investment Grade Credit Index Fund GBP Hedged Acc,GBP,2023-05-05,114.5387,-0.287399999999991,-0.25,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00BFPMB139,BFPMB13,U.S. Investment Grade Credit Index Fund Institutional Plus EUR Acc,EUR,2023-05-05,156.6117,-0.4800999999999931,-0.31,0.08000000000000000166533453693773481063544750213623046875,Ireland
IE00BZ04LQ92,BZ04LQ9,U.S. Investment Grade Credit Index Fund Institutional Plus EUR Hedged Acc,EUR,2023-05-05,101.0350,-0.2622000000000071,-0.26,0.08000000000000000166533453693773481063544750213623046875,Ireland
IE00BD07TS20,BD07TS2,U.S. Investment Grade Credit Index Fund Institutional Plus GBP Hedged Acc,GBP,2023-05-05,101.0853,-0.2535999999999916,-0.25,0.08000000000000000166533453693773481063544750213623046875,Ireland
IE00BDBBNM56,BDBBNM5,U.S. Investment Grade Credit Index Fund Institutional Plus GBP Hedged Dist,GBP,2023-05-05,82.0292,-0.2056999999999931,-0.25,0.08000000000000000166533453693773481063544750213623046875,Ireland
IE00BFPMB022,BFPMB02,U.S. Investment Grade Credit Index Fund Institutional Plus USD Acc,USD,2023-05-05,126.3653,-0.3182999999999936,-0.25,0.08000000000000000166533453693773481063544750213623046875,Ireland
IE00BZ04LP85,BZ04LP8,U.S. Investment Grade Credit Index Fund Institutional Plus USD Dist,USD,2023-05-05,92.6083,-0.23319999999999652,-0.25,0.08000000000000000166533453693773481063544750213623046875,Ireland
IE00B04GQX83,B04GQX8,U.S. Investment Grade Credit Index Fund USD Acc,USD,2023-05-05,195.5697,-0.49279999999998836,-0.25,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00B04GQV69,B04GQV6,U.S. Investment Grade Credit Index Institutional EUR Shares,EUR,2018-09-13,99.1806,0.026962999999994963,0.03,0.25,Ireland
IE00BZ04LR00,BZ04LR0,U.S. Investment Grade Credit Index Institutional Plus CHF Hedged Shares,CHF,2018-09-13,101.7652,0.431635,0.43,0.1000000000000000055511151231257827021181583404541015625,Ireland
IE00B04GQW76,B04GQW7,U.S. Investment Grade Credit Index Investor USD Shares,USD,2020-06-19,126.3129,0.1500999999999948,0.12,0.11999999999999999555910790149937383830547332763671875,Ireland
IE00B04GR134,B04GR13,U.S. Mortgage Backed Securities Bond Index Fund USD Institutional Shares,USD,2014-11-19,156.3718,0.03390000000001692,0.02,0.200000000000000011102230246251565404236316680908203125,Ireland
IE00B03HCV24,B03HCV2,U.S. Opportunities Fund EUR Investor Shares,EUR,2023-05-05,1293.2077,22.279399999999896,1.75,0.9499999999999999555910790149937383830547332763671875,Ireland
IE00B1GHC616,B1GHC61,U.S. Opportunities Fund GBP Investor Dist Shares,GBP,2023-05-05,1127.5288,16.06470000000013,1.45,0.9499999999999999555910790149937383830547332763671875,Ireland
IE00B03HCY54,B03HCY5,U.S. Opportunities Fund USD Institutional Shares,USD,2023-05-05,1206.6873,21.438499999999976,1.81,0.84999999999999997779553950749686919152736663818359375,Ireland
IE00B03HCW31,B03HCW3,U.S. Opportunities Fund USD Investor Shares,USD,2023-05-05,1423.5186,25.287000000000035,1.81,0.9499999999999999555910790149937383830547332763671875,Ireland
IE0002642597,0264259,U.S. Ultra-Short-Term Bond Fund Institutional Shares USD,USD,2018-11-29,10.0075,0.00019999999999953388,0.00,0.25,Ireland
IE0002642480,0264248,U.S. Ultra-Short-Term Bond Fund USD Investor Shares,USD,2018-11-29,10.0075,0.0003000000000010772,0.00,0.299999999999999988897769753748434595763683319091796875,Ireland
IE00B065Q50,B1065Q5,U.S.A. Stock Index Fund CCF,USD,2009-10-13,89.3391,-0.2557999999999936,-0.29,0.299999999999999988897769753748434595763683319091796875,Ireland
IE00BD87Q617,BD87Q61,US Treasury Inflation-Protected Securities Index Fund Select CHF Hedged Accumulation Shares,CHF,2023-05-05,99.3227,-0.2102000000000004,-0.21,0.0899999999999999966693309261245303787291049957275390625,Ireland
IE00BD87Q724,BD87Q72,US Treasury Inflation-Protected Securities Index Fund Select CHF Hedged Income Shares,CHF,2023-05-05,81.1467,-0.172300000000007,-0.21,0.0899999999999999966693309261245303787291049957275390625,Ireland
IE00BD87Q831,BD87Q83,US Treasury Inflation-Protected Securities Index Fund Select EUR Hedged Accumulation Shares,EUR,2023-05-05,102.4713,-0.20940000000000225,-0.20,0.0899999999999999966693309261245303787291049957275390625,Ireland
IE00BD87Q948,BD87Q94,US Treasury Inflation-Protected Securities Index Fund Select EUR Hedged Income Shares,EUR,2023-05-05,84.0373,-0.1722999999999928,-0.20,0.0899999999999999966693309261245303787291049957275390625,Ireland
IE00BD87QC73,BD87QC7,US Treasury Inflation-Protected Securities Index Fund Select GBP Hedged Accumulation Shares,GBP,2023-05-05,109.2148,-0.21560000000000912,-0.20,0.0899999999999999966693309261245303787291049957275390625,Ireland
IE00BD87QD80,BD87QD8,US Treasury Inflation-Protected Securities Index Fund Select GBP Hedged Income Shares,GBP,2023-05-05,89.0782,-0.17710000000001003,-0.20,0.0899999999999999966693309261245303787291049957275390625,Ireland
IE00BD87QR27,BD87QR2,US Treasury Inflation-Protected Securities Index Fund Select SGD Hedged Accumulation Shares,SGD,2023-05-05,114.2039,-0.2266999999999939,-0.20,0.0899999999999999966693309261245303787291049957275390625,Ireland
IE00BD87Q492,BD87Q49,US Treasury Inflation-Protected Securities Index Fund Select USD Accumulation Shares,USD,2023-05-05,117.1067,-0.2300999999999931,-0.20,0.0899999999999999966693309261245303787291049957275390625,Ireland
IE00BD87Q500,BD87Q50,US Treasury Inflation-Protected Securities Index Fund Select USD Income Shares,USD,2023-05-05,96.3159,-0.1891999999999996,-0.20,0.0899999999999999966693309261245303787291049957275390625,Ireland
